학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
SPAN122 - 04	교양스페인어Ⅱ(외국어강의)	백승욱,윤나경	3	교양	"화(1) 교양관 303호
화(6-7) 교양관 303호
목(1) 교양관 303호"	['화', '화', '목']	[[1], [6, 7], [1]]	['교양관 303호', '교양관 303호', '교양관 303호']
SPAN122 - 05	교양스페인어Ⅱ(외국어강의)	신태식,최보라	3	교양	"월(4) 
화(5) 
수(4) 
목(5)"	['월', '화', '수', '목']	[[4], [5], [4], [5]]	['', '', '', '']
SPAN122 - 06	교양스페인어Ⅱ(외국어강의)	"정민정,윤나경
정민정"	3	교양	"월(5) 법학관신관 203호
화(4) 
수(5) 법학관신관 203호
목(4)"	['월', '화', '수', '목']	[[5], [4], [5], [4]]	['법학관신관 203호', '', '법학관신관 203호', '']
SPAN123 - 00	스페인어회화(외국어강의)	최지영	1	교양	금(2-3) 교양관 208호	['금']	[[2, 3]]	['교양관 208호']
SPAN124 - 00	스페인어작문(외국어강의)	최보라	1	교양	목(7-8) 교양관 302호	['목']	[[7, 8]]	['교양관 302호']
SPAN125 - 00	스페인어독해(외국어강의)	전미연	1	교양	금(4-5) 교양관 312호	['금']	[[4, 5]]	['교양관 312호']
SPAN126 - 00	스페인어문법Ⅰ(외국어강의)	신태식	1	교양	월(6-7) 교양관 203호	['월']	[[6, 7]]	['교양관 203호']
SPAN127 - 00	스페인어문법Ⅱ(외국어강의)	신태식	1	교양	수(6-7) 교양관 314호	['수']	[[6, 7]]	['교양관 314호']
SPAN171 - 00	스페인어I(외국어강의)	김희수	3	학문의기초	"월(3) 교육관 104호
수(3) 교육관 104호"	['월', '수']	[[3], [3]]	['교육관 104호', '교육관 104호']
SPAN172 - 00	스페인어II(외국어강의)	박소현	3	학문의기초	"화(2) 교육관 406호
목(2) 교육관 406호"	['화', '목']	[[2], [2]]	['교육관 406호', '교육관 406호']
COLA171 - 00	디지털인문학입문Ⅰ	조주연	2	학문의기초	월(7-8)	['월']	[[7, 8]]	['']
COLA173 - 01	디지털인문학응용	홍승혜	3	학문의기초	"화(2) 
목(2)"	['화', '목']	[[2], [2]]	['', '']
COLA173 - 02	디지털인문학응용	전태희	3	학문의기초	"월(4) 
수(4)"	['월', '수']	[[4], [4]]	['', '']
COLA173 - 03	디지털인문학응용	황경진	3	학문의기초	"화(2) 
목(2)"	['화', '목']	[[2], [2]]	['', '']
COLA173 - 04	디지털인문학응용	정미경	3	학문의기초	"화(3) 
목(3)"	['화', '목']	[[3], [3]]	['', '']
COLA173 - 05	디지털인문학응용	PIAO LIJING	3	학문의기초	"월(2) 
수(2)"	['월', '수']	[[2], [2]]	['', '']
COLA173 - 06	디지털인문학응용	김선영	3	학문의기초	"화(6) 
목(6)"	['화', '목']	[[6], [6]]	['', '']
COLA182 - 00	중동아랍문화의이해	김종도	3	교양	"화(4) 서관 317호
목(4) 서관 317호"	['화', '목']	[[4], [4]]	['서관 317호', '서관 317호']
HOEW116 - 00	서양기독교사	임형권	3	교양	"월(1) 서관 401호
수(1) 서관 401호"	['월', '수']	[[1], [1]]	['서관 401호', '서관 401호']
HOEW125 - 00	한일교류의역사	김상준	3	교양	"화(2) 사대신관 124호
목(2) 사대신관 124호"	['화', '목']	[[2], [2]]	['사대신관 124호', '사대신관 124호']
HOEW128 - 01	서양문명사산책	윤선자	3	교양	"화(4) 교양관 411호
목(4) 교양관 411호"	['화', '목']	[[4], [4]]	['교양관 411호', '교양관 411호']
HOEW128 - 02	서양문명사산책	손태창	3	교양	"화(2) 국제관423
목(2) 국제관423"	['화', '목']	[[2], [2]]	['국제관423', '국제관423']
HOEW131 - 01	서양문화의전통과유산	윤선자	3	교양	"화(3) SK미래관 521
목(3) SK미래관 521"	['화', '목']	[[3], [3]]	['SK미래관 521', 'SK미래관 521']
HOEW131 - 02	서양문화의전통과유산	차승현	3	교양	"화(5) 교육관 204호
목(5) 교육관 204호"	['화', '목']	[[5], [5]]	['교육관 204호', '교육관 204호']
HOEW132 - 01	라틴어	김준서	3	교양	"월(3) 국제관 332호
수(3) 국제관 332호"	['월', '수']	[[3], [3]]	['국제관 332호', '국제관 332호']
HOEW132 - 02	라틴어	고경주	3	교양	"화(2) CJ법학관 315호
목(2) CJ법학관 315호"	['화', '목']	[[2], [2]]	['CJ법학관 315호', 'CJ법학관 315호']
HOEW132 - 03	라틴어	신명주	3	교양	"월(2) 교육관 303호
수(2) 교육관 303호"	['월', '수']	[[2], [2]]	['교육관 303호', '교육관 303호']
HOEW133 - 00	동아시아20세기국제관계사	김봉식	3	교양	"화(1) 서관 132호
목(1) 서관 132호"	['화', '목']	[[1], [1]]	['서관 132호', '서관 132호']
HOEW134 - 00	유목제국의세계	이완석	3	교양	"월(3) 교육관 303호
수(3) 교육관 303호"	['월', '수']	[[3], [3]]	['교육관 303호', '교육관 303호']
HOEW137 - 01	동아시아사의재조명	정상호	3	교양	"월(3) 
수(3)"	['월', '수']	[[3], [3]]	['', '']
HOEW137 - 02	동아시아사의재조명	이준형	3	교양	"화(3) 사대신관 124호
목(3) 사대신관 124호"	['화', '목']	[[3], [3]]	['사대신관 124호', '사대신관 124호']
HOEW137 - 03	동아시아사의재조명	임정운	3	교양	"화(3) 교육관 506호
목(3) 교육관 506호"	['화', '목']	[[3], [3]]	['교육관 506호', '교육관 506호']
HOEW137 - 04	동아시아사의재조명	임정운	3	교양	"화(4) 교육관 506호
목(4) 교육관 506호"	['화', '목']	[[4], [4]]	['교육관 506호', '교육관 506호']
HOEW137 - 05	동아시아사의재조명	권인용	3	교양	"화(4) 사대신관 124호
목(4) 사대신관 124호"	['화', '목']	[[4], [4]]	['사대신관 124호', '사대신관 124호']
HOEW137 - 06	동아시아사의재조명	박세완	3	교양	화(4-5) 교양관 306호	['화']	[[4, 5]]	['교양관 306호']
HOEW137 - 07	동아시아사의재조명	박시현	3	교양	"월(2) 사대신관 124호
수(2) 사대신관 124호"	['월', '수']	[[2], [2]]	['사대신관 124호', '사대신관 124호']
HOEW138 - 00	중국의역사와인물	박시현	3	교양	"월(3) 교육관 102호
수(3) 교육관 102호"	['월', '수']	[[3], [3]]	['교육관 102호', '교육관 102호']
HOEW139 - 00	중국근현대의개혁과혁명	손장훈	3	교양	"화(1) 교양관 109호
목(1) 교양관 109호"	['화', '목']	[[1], [1]]	['교양관 109호', '교양관 109호']
HOEW140 - 01	새로보는서양의역사	신명주	3	교양	"월(3) 법학관신관 207호
수(3) 법학관신관 207호"	['월', '수']	[[3], [3]]	['법학관신관 207호', '법학관신관 207호']
HOEW140 - 02	새로보는서양의역사	염운옥	3	교양	"화(3) SK미래관 4121
목(3) SK미래관 4121"	['화', '목']	[[3], [3]]	['SK미래관 4121', 'SK미래관 4121']
HOEW142 - 00	만주어사료강독	김한웅	3	교양	"월(6) 서관 224B호
수(6) 서관 224B호"	['월', '수']	[[6], [6]]	['서관 224B호', '서관 224B호']
EGRN128 - 01	기초공학가상실험II	이재철	1	교양				
EGRN128 - 02	기초공학가상실험II	이재철	1	교양				
EGRN128 - 03	기초공학가상실험II	이재철	1	교양				
EGRN128 - 04	기초공학가상실험II	이재철	1	교양				
EGRN128 - 05	기초공학가상실험II	이재철	1	교양				
EGRN130 - 01	기초공학가상실험IV	이재철	1	교양				
EGRN130 - 02	기초공학가상실험IV	이재철	1	교양				
EGRN130 - 03	기초공학가상실험IV	이재철	1	교양				
EGRN130 - 04	기초공학가상실험IV	이재철	1	교양				
EGRN130 - 05	기초공학가상실험IV	이재철	1	교양				
EGRN150 - 01	공업역학(영강)	이종구	3	학문의기초	"화(2) 신공학관B104호
목(2) 신공학관B104호"	['화', '목']	[[2], [2]]	['신공학관B104호', '신공학관B104호']
EGRN150 - 02	공업역학(영강)	김승준	3	학문의기초	"화(2) 신공학관B105호
목(2) 신공학관B105호"	['화', '목']	[[2], [2]]	['신공학관B105호', '신공학관B105호']
EGRN151 - 01	컴퓨터언어및실습(영강)	하우락	3	학문의기초	수(1-3) 신공학관B113-전산실습실	['수']	[[1, 2, 3]]	['신공학관B113-전산실습실']
EGRN151 - 02	컴퓨터언어및실습(영강)	하우락	3	학문의기초	수(4-6) 신공학관B113-전산실습실	['수']	[[4, 5, 6]]	['신공학관B113-전산실습실']
EGRN151 - 03	컴퓨터언어및실습	문두환	3	학문의기초	"월(7-8) 신공학관B109-전산실습실
수(7-8) 신공학관B109-전산실습실"	['월', '수']	[[7, 8], [7, 8]]	['신공학관B109-전산실습실', '신공학관B109-전산실습실']
EGRN151 - 04	컴퓨터언어및실습(영강)	김현호	3	학문의기초	"월(7-8) 창의관 101호
목(7-8) 창의관 101호"	['월', '목']	[[7, 8], [7, 8]]	['창의관 101호', '창의관 101호']
EGRN151 - 05	컴퓨터언어및실습(영강)	김중헌	3	학문의기초	"화(7-10) 신공학관B109-전산실습실
화(7-10) 신공학관B113-전산실습실"	['화', '화']	[[7, 8, 9, 10], [7, 8, 9, 10]]	['신공학관B109-전산실습실', '신공학관B113-전산실습실']
EGRN151 - 06	컴퓨터언어및실습(영강)	곽진태	3	학문의기초	"수(8-11) 신공학관B113-전산실습실
수(8-11) 창의관 101호
수(8-11) 창의관 207호"	['수', '수', '수']	[[8, 9, 10, 11], [8, 9, 10, 11], [8, 9, 10, 11]]	['신공학관B113-전산실습실', '창의관 101호', '창의관 207호']
EGRN151 - 07	컴퓨터언어및실습	최회련	3	학문의기초	"월(2-3) 신공학관B109-전산실습실
금(6) 신공학관B109-전산실습실"	['월', '금']	[[2, 3], [6]]	['신공학관B109-전산실습실', '신공학관B109-전산실습실']
EGRN151 - 08	컴퓨터언어및실습(영강)	조경화	3	학문의기초	금(1-3) 신공학관B109-전산실습실	['금']	[[1, 2, 3]]	['신공학관B109-전산실습실']
EGRN154 - 00	지속가능발전을위한기술경영	조중래	3	학문의기초	화(5-6) 미래융합 107호	['화']	[[5, 6]]	['미래융합 107호']
ENGL120 - 00	영어통역과번역	최성희	3	교양	"화(6) 교양관 304호
목(6) 교양관 304호"	['화', '목']	[[6], [6]]	['교양관 304호', '교양관 304호']
ENGL121 - 02	기업영어실습(영강)	정지영	1	교양	월(2) 교양관 203호	['월']	[[2]]	['교양관 203호']
ENGL121 - 03	기업영어실습(영강)	정지영	1	교양	화(3) 교양관 207호	['화']	[[3]]	['교양관 207호']
ENGL121 - 04	기업영어실습(영강)	정지영	1	교양	화(4) 교양관 412호	['화']	[[4]]	['교양관 412호']
ENGL122 - 00	시사영어(영강)	황지연	3	교양	"화(1) 서관 316A호
목(1) 서관 316A호"	['화', '목']	[[1], [1]]	['서관 316A호', '서관 316A호']
ENGL124 - 02	영어읽기와토론Ⅱ(영강)	이진형	3	교양	"화(3) 교양관 315호
목(3) 교양관 315호"	['화', '목']	[[3], [3]]	['교양관 315호', '교양관 315호']
ENGL124 - 03	영어읽기와토론Ⅱ(영강)	이진형	3	교양	"화(4) 교양관 413호
목(4) 교양관 413호"	['화', '목']	[[4], [4]]	['교양관 413호', '교양관 413호']
ENGL124 - 04	영어읽기와토론Ⅱ(영강)	황지연	3	교양	"화(5) 사대신관 223호
목(5) 사대신관 223호"	['화', '목']	[[5], [5]]	['사대신관 223호', '사대신관 223호']
ENGL124 - 05	영어읽기와토론Ⅱ	유영현	3	교양	"화(4) 교육관 103호
목(4) 교육관 103호"	['화', '목']	[[4], [4]]	['교육관 103호', '교육관 103호']
ENGL124 - 06	영어읽기와토론Ⅱ(영강)	전범수	3	교양	"월(3) 교육관 201호
수(3) 교육관 201호"	['월', '수']	[[3], [3]]	['교육관 201호', '교육관 201호']
ENGL124 - 07	영어읽기와토론Ⅱ(영강)	최선영	3	교양	"화(1) 교양관 302호
목(1) 교양관 302호"	['화', '목']	[[1], [1]]	['교양관 302호', '교양관 302호']
ENGL124 - 08	영어읽기와토론Ⅱ(영강)	전범수	3	교양	"월(4) 교육관 307호
수(4) 교육관 307호"	['월', '수']	[[4], [4]]	['교육관 307호', '교육관 307호']
ENGL125 - 00	고급영문법(영강)	박지혜	3	교양	"월(1) 교양관 302호
수(1) 교양관 302호"	['월', '수']	[[1], [1]]	['교양관 302호', '교양관 302호']
ENGL126 - 01	실용영어읽기와쓰기	정헌	3	교양	"월(2) 교양관 314호
수(2) 교양관 314호"	['월', '수']	[[2], [2]]	['교양관 314호', '교양관 314호']
ENGL126 - 02	실용영어읽기와쓰기(영강)	김선희	3	교양	"월(1) 교양관 414호
수(1) 교양관 414호"	['월', '수']	[[1], [1]]	['교양관 414호', '교양관 414호']
ENGL126 - 03	실용영어읽기와쓰기	유영현	3	교양	"화(5) 교육관 202호
목(5) 교육관 202호"	['화', '목']	[[5], [5]]	['교육관 202호', '교육관 202호']
ENGL126 - 04	실용영어읽기와쓰기(영강)	이진형	3	교양	"화(6) 교양관 305호
목(6) 교양관 305호"	['화', '목']	[[6], [6]]	['교양관 305호', '교양관 305호']
ENGL126 - 05	실용영어읽기와쓰기(영강)	김선희	3	교양	"월(3) 법학관구관 206호
수(3) 법학관구관 206호"	['월', '수']	[[3], [3]]	['법학관구관 206호', '법학관구관 206호']
ENGL155 - 01	고급영어(영강)	박지혜	3	학문의기초	"월(2) 교양관 302호
수(2) 교양관 302호"	['월', '수']	[[2], [2]]	['교양관 302호', '교양관 302호']
ENGL155 - 02	고급영어(영강)	박지혜	3	학문의기초	"월(5) 교육관 407호
수(5) 교육관 407호"	['월', '수']	[[5], [5]]	['교육관 407호', '교육관 407호']
ENGL155 - 03	고급영어	백진	3	학문의기초	"화(3) 법학관신관 207호
목(3) 법학관신관 207호"	['화', '목']	[[3], [3]]	['법학관신관 207호', '법학관신관 207호']
ENGL155 - 04	고급영어	정헌	3	학문의기초	"월(3) 교육관 307호
수(3) 교육관 307호"	['월', '수']	[[3], [3]]	['교육관 307호', '교육관 307호']
ENGL155 - 05	고급영어	유영현	3	학문의기초	"화(6) 교육관 502호
목(6) 교육관 502호"	['화', '목']	[[6], [6]]	['교육관 502호', '교육관 502호']
ENGL155 - 06	고급영어	백진	3	학문의기초	"화(4) CJ법학관 315호
목(4) CJ법학관 315호"	['화', '목']	[[4], [4]]	['CJ법학관 315호', 'CJ법학관 315호']
ENGL155 - 07	고급영어	강선미	3	학문의기초	"화(1) 교육관 407호
목(1) 교육관 407호"	['화', '목']	[[1], [1]]	['교육관 407호', '교육관 407호']
ENGL158 - 00	심화영어독해Ⅱ(영강)	Peter N. McAuley	3	교양	"월(3) 서관 316B호
수(3) 서관 316B호"	['월', '수']	[[3], [3]]	['서관 316B호', '서관 316B호']
ENGL172 - 00	국제영어교류(영강)	장민환	3	교양	금(1-2)	['금']	[[1, 2]]	['']
CHIN103 - 01	교양중국어Ⅰ(외국어강의)	김선	3	교양	"월(4) 교육관 407호
수(4) 교육관 407호
금(3-4) 교육관 407호"	['월', '수', '금']	[[4], [4], [3, 4]]	['교육관 407호', '교육관 407호', '교육관 407호']
CHIN103 - 02	교양중국어Ⅰ(외국어강의)	김수현	3	교양	"월(2) 사대신관 124A호
화(7-8) 서관 224B호
수(2) 사대신관 124A호"	['월', '화', '수']	[[2], [7, 8], [2]]	['사대신관 124A호', '서관 224B호', '사대신관 124A호']
CHIN104 - 01	교양중국어Ⅱ(외국어강의)	손유디	3	교양	"화(5) 
목(5) 
목(7-8)"	['화', '목', '목']	[[5], [5], [7, 8]]	['', '', '']
CHIN104 - 02	교양중국어Ⅱ(외국어강의)	김은주	3	교양	"화(4) 미디어관 410호
목(4) 미디어관 410호
금(3-4) 미디어관 410호"	['화', '목', '금']	[[4], [4], [3, 4]]	['미디어관 410호', '미디어관 410호', '미디어관 410호']
CHIN104 - 03	교양중국어Ⅱ(외국어강의)	권혜진	3	교양	"월(2) 미디어관 505호
화(7-8) 미디어관 505호
수(2) 미디어관 505호"	['월', '화', '수']	[[2], [7, 8], [2]]	['미디어관 505호', '미디어관 505호', '미디어관 505호']
CHIN104 - 04	교양중국어Ⅱ(외국어강의)	허설영	3	교양	"화(3) 국제관 312호
목(3) 국제관 312호
금(2-3) 국제관 312호"	['화', '목', '금']	[[3], [3], [2, 3]]	['국제관 312호', '국제관 312호', '국제관 312호']
CHIN104 - 05	교양중국어Ⅱ(외국어강의)	박창욱	3	교양	"화(5) 서관 403호
목(5) SK미래관 4120
목(7-8) 서관 403호"	['화', '목', '목']	[[5], [5], [7, 8]]	['서관 403호', 'SK미래관 4120', '서관 403호']
CHIN104 - 08	교양중국어Ⅱ(외국어강의)	최수경	3	교양	"월(2) 미디어관 103호
화(7-8) 미디어관 103호
수(2) 미디어관 103호"	['월', '화', '수']	[[2], [7, 8], [2]]	['미디어관 103호', '미디어관 103호', '미디어관 103호']
CHIN105 - 00	중국문학산책	하주연	3	교양	"화(6) 교양관 209호
목(6) 교양관 209호"	['화', '목']	[[6], [6]]	['교양관 209호', '교양관 209호']
CHIN106 - 00	시사중국어(외국어강의)	정지수	3	교양	"월(2) 교육관 313호
수(2) 교육관 313호"	['월', '수']	[[2], [2]]	['교육관 313호', '교육관 313호']
CHIN107 - 00	영상중국어(외국어강의)	조영경	3	교양	"화(4) 교양관 110호
목(4) 교양관 110호"	['화', '목']	[[4], [4]]	['교양관 110호', '교양관 110호']
CHIN108 - 00	실용중국어작문(외국어강의)	WU XIAOLI	3	교양	"화(4) 교육관 403호
목(4) 교육관 403호"	['화', '목']	[[4], [4]]	['교육관 403호', '교육관 403호']
CHIN109 - 01	비즈니스중국어(외국어강의)	김명학	3	교양	"화(1) 
목(1)"	['화', '목']	[[1], [1]]	['', '']
CHIN109 - 02	비즈니스중국어(외국어강의)	주준영	3	교양	"화(1) 교양관 405호
목(1) 교양관 405호"	['화', '목']	[[1], [1]]	['교양관 405호', '교양관 405호']
CHIN109 - 03	비즈니스중국어(외국어강의)	김주희	3	교양	"월(5) 국제관 312호
수(5) 국제관 312호"	['월', '수']	[[5], [5]]	['국제관 312호', '국제관 312호']
CHIN109 - 04	비즈니스중국어(외국어강의)	황정혜	3	교양	"화(4) 미디어관 103호
목(4) 미디어관 103호"	['화', '목']	[[4], [4]]	['미디어관 103호', '미디어관 103호']
CHIN120 - 00	중국어번역연습	김영민	3	교양	"화(6) 교양관 405호
목(6) 교양관 405호"	['화', '목']	[[6], [6]]	['교양관 405호', '교양관 405호']
CHIN172 - 01	중국어II(외국어강의)	홍소영	3	학문의기초	"월(2) 교육관 301호
수(2) 교육관 301호"	['월', '수']	[[2], [2]]	['교육관 301호', '교육관 301호']
CHIN172 - 02	중국어II(외국어강의)	최신혜	3	학문의기초	"월(5) 서관 402호
수(5) 서관 402호"	['월', '수']	[[5], [5]]	['서관 402호', '서관 402호']
CHIN172 - 03	중국어II(외국어강의)	이승신	3	학문의기초	"화(2) 미디어관 103호
목(2) 미디어관 103호"	['화', '목']	[[2], [2]]	['미디어관 103호', '미디어관 103호']
HANM110 - 01	동양의지혜	박종우	3	교양	"월(2) 서관 314A호
금(2) 서관 314A호"	['월', '금']	[[2], [2]]	['서관 314A호', '서관 314A호']
HANM110 - 02	동양의지혜	김윤섭	3	교양	"월(3) 
수(3)"	['월', '수']	[[3], [3]]	['', '']
HANM120 - 01	생활한자	권혁명	3	교양	"월(3) 
수(3)"	['월', '수']	[[3], [3]]	['', '']
HANM120 - 02	생활한자	심규식	3	교양	"화(3) 국제관 322호
목(3) 국제관 322호"	['화', '목']	[[3], [3]]	['국제관 322호', '국제관 322호']
HANM120 - 03	생활한자	박황희	3	교양	"월(4) 교육관 102호
수(4) 교육관 102호"	['월', '수']	[[4], [4]]	['교육관 102호', '교육관 102호']
HANM120 - 04	생활한자	박선이	3	교양	"월(5) 
수(5)"	['월', '수']	[[5], [5]]	['', '']
HANM120 - 05	생활한자	김광섭	3	교양	금(1-2) 교양관 409호	['금']	[[1, 2]]	['교양관 409호']
HANM120 - 06	생활한자(외국어강의)	WANG YANAN	3	교양	"월(1) 교양관 409호
수(1) 교양관 409호"	['월', '수']	[[1], [1]]	['교양관 409호', '교양관 409호']
HANM120 - 07	생활한자	양승이	3	교양	"화(1) 교양관 304호
목(1) 교양관 304호"	['화', '목']	[[1], [1]]	['교양관 304호', '교양관 304호']
